,AIRPORT,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME
4539,HVC,36.85694444,-87.455,Hopkinsville-Christian County
4541,HVN,41.26388889,-72.88694444,Tweed New Haven
4543,HVR,48.54305556,-109.76222222,Havre City-County
4545,HVS,34.40305556,-80.11916667,Hartsville Regional
4547,HWD,37.65888889,-122.12166667,Hayward Executive
4548,HWI,58.13333333,-134.75,Hawk Inlet Airport
4550,HYA,41.66944444,-70.28027778,Barnstable Municipal-Boardman/Polando Field
4552,HYG,55.20666667,-132.82666667,Hydaburg Seaplane Base
4553,HYL,55.48194444,-132.64444444,Hollis Seaplane Base
4556,HYR,46.02527778,-91.44305556,Sawyer County
4558,HYS,38.84222222,-99.27305556,Hays Regional
4565,HZL,40.98666667,-75.995,Hazleton Regional
4566,IA1,40.75166667,-95.41361111,Shenandoah Municipal
4569,IA2,42.43638889,-93.86888889,Webster City Municipal
4571,IA3,41.01083333,-95.25888889,Red Oak Municipal
4573,IAB,37.62305556,-97.2675,McConnell AFB
4575,IAD,38.9475,-77.46,Washington Dulles International
4578,IAG,43.1075,-78.94583333,Niagara Falls International
4581,IAH,29.98444444,-95.34138889,George Bush Intercontinental/Houston
4585,IAN,66.97583333,-160.43666667,Bob Baker Memorial
4605,ICT,37.65,-97.43305556,Wichita Dwight D Eisenhower National
4607,ICY,59.96888889,-141.66166667,Icy Bay Airport
4609,IDA,43.51361111,-112.07083333,Idaho Falls Regional
4612,IDI,40.63111111,-79.10166667,Indiana County
4616,IDP,37.15805556,-95.77888889,Independence Municipal
4637,IGG,59.32416667,-155.90166667,Igiugig Airport
4643,IGM,35.25944444,-113.93805556,Kingman Airport
4651,IGX,35.935,-79.06583333,Horace Williams
4654,II1,40.29361111,-88.1425,Rantoul National Aviation Center
4656,LOT,41.60805556,-88.09611111,Lewis University
4658,II3,41.93388889,-88.70555556,De Kalb Taylor Municipal
4659,II4,40.15861111,-89.335,Logan County
4663,IJX,39.77472222,-90.23833333,Jacksonville Municipal
4668,IKB,36.22361111,-81.09861111,Wilkes County
4672,IKK,41.07138889,-87.84638889,Greater Kankakee
4674,IKO,52.94166667,-168.84916667,Nikolski AS
4680,IKV,41.69111111,-93.56638889,Ankeny Regional
4684,ILE,31.08583333,-97.68638889,Skylark Field
4686,ILG,39.67861111,-75.60666667,New Castle
4688,ILI,59.75555556,-154.91777778,Iliamna Airport
4691,ILL,45.11694444,-95.12944444,Willmar Municipal
4694,ILM,34.27111111,-77.90277778,Wilmington International
4695,ILN,39.42805556,-83.79222222,Wilmington Air Park
4714,IML,40.51027778,-101.62027778,Imperial Municipal
4716,IMM,26.43388889,-81.40138889,Immokalee Regional
4719,IMT,45.81833333,-88.11444444,Ford
4722,IN1,41.30722222,-85.06444444,De Kalb County
4723,IN2,40.03055556,-86.25138889,Indianapolis Executive
4728,IND,39.71722222,-86.29472222,Indianapolis International
4737,INL,48.56555556,-93.40222222,Falls International Einarson Field
4742,INS,36.58722222,-115.67333333,Creech AFB
4744,INT,36.13361111,-80.22194444,Smith Reynolds
4751,INW,35.02166667,-110.72305556,Winslow-Lindbergh Regional
4769,IOW,41.63972222,-91.54805556,Iowa City Municipal
4782,IPL,32.83416667,-115.57888889,Imperial County
4786,IPT,41.23833333,-76.93555556,Williamsport Regional
4793,IRC,65.82805556,-144.07611111,Circle City
4803,IRK,40.09333333,-92.545,Kirksville Regional
4808,IRS,41.8,-85.41666667,Sturgis Airport
4811,IRV,30.45527778,-88.21111111,Roy E. Ray
4828,ISL,63.5,-145.03333333,Isabel Pass Airport
4830,ISM,28.28972222,-81.43694444,Kissimmee Gateway
4832,ISN,48.17805556,-103.64222222,Sloulin Field International
4834,ISO,35.33138889,-77.60888889,Kinston Regional Jetport at Stallings Field
4836,ISP,40.79527778,-73.10027778,Long Island MacArthur
4838,ISQ,45.97444444,-86.17166667,Schoolcraft County
4842,ISS,43.96138889,-69.7125,Wiscasset Airport
4848,ISW,44.36055556,-89.83805556,Alexander Field South Wood County
4850,ITH,42.49138889,-76.45861111,Ithaca Tompkins Regional
4858,ITO,19.72027778,-155.04833333,Hilo International
4882,IWD,46.5275,-90.13138889,Gogebic-Iron County
4888,IWS,29.81805556,-95.6725,West Houston
4931,IYK,35.65861111,-117.82944444,Inyokern Airport
4941,JAC,43.60722222,-110.73777778,Jackson Hole
4949,JAJ,33.765,-84.41777778,Perimeter Mall Helipad
4957,JAN,32.31111111,-90.07583333,Jackson Medgar Wiley Evers International
4958,JAO,33.93333333,-84.15,Beaver Ruin
4962,JAX,30.49416667,-81.68777778,Jacksonville International
4963,JBC,42.33333333,-71.25,Boston City Heliport
4966,JBP,33.98666667,-118.16055556,Commerce Business Park Heliport
4968,JBR,35.83166667,-90.64638889,Jonesboro Municipal
4970,JCC,37.8,-122.46666667,China Basin Heliport
4971,JCE,37.80555556,-122.275,Oakland Convention Center Heliport
4974,JCI,38.83083333,-94.89027778,New Century Aircenter
4978,JDA,44.40277778,-118.96777778,Grant County Regional/Ogilvie Field
4979,JDB,32.76666667,-97.31666667,Downtown Heliport
4984,JDM,25.76666667,-80.18333333,Miami Downtown Heliport
4986,JDT,44.98277778,-93.26833333,Minneapolis Heliport
4987,JDX,29.76666667,-95.33333333,Houston Central Business District Heliport
4994,JEF,38.59111111,-92.15611111,Jefferson City Memorial
5000,JFK,40.63972222,-73.77888889,John F. Kennedy International
5002,JFN,41.77805556,-80.69555556,Northeast Ohio Regional
5006,JGC,35.96666667,-112.13333333,Grand Canyon Heliport
5007,JGG,37.23916667,-76.71611111,Williamsburg-Jamestown
5008,JGL,33.58333333,-84.46666667,Galleria
5010,JGQ,29.73666667,-95.45916667,Transco Tower Galleria Heliport
5014,JHC,40.74444444,-73.60833333,Island Heliport
5017,JHM,20.96305556,-156.67305556,Kapalua Airport
5023,JHW,42.15333333,-79.25805556,Chautauqua County/Jamestown
5024,JHY,42.28333333,-71.13333333,Cambridge Airport
5028,JID,34.02444444,-117.95916667,Civic Financial Center Heliport
5049,JKV,31.86944444,-95.2175,Cherokee County
5051,JLA,60.48416667,-149.72277778,Quartz Creek
5053,JLN,37.15194444,-94.49833333,Joplin Regional
5056,JMA,29.68333333,-95.4,Astrodome
5060,JMC,37.87861111,-122.50972222,Marin County Heliport
5064,JMN,44.16388889,-94.00416667,Downtown Heliport
5066,JMS,46.92972222,-98.67805556,Jamestown Regional
5070,JNP,33.61388889,-117.88972222,Newport Beach Airport
5073,JNU,58.35472222,-134.57472222,Juneau International
5079,JOC,33.66666667,-117.86666667,Centerport Heliport
5102,JPT,29.50861111,-95.05027778,Park Ten Helipad
5104,JQF,35.38777778,-80.70916667,Concord Regional
5105,JRA,40.75444444,-74.0075,West 30th Street Heliport
5107,JRB,40.70111111,-74.00916667,Downtown Manhattan/Wall Street Heliport
5108,JRC,44.00138889,-92.48055556,Appache Heliport
5109,JRE,40.8,-73.96666667,East 60th Street Heliport
5111,JRF,21.30722222,-158.07027778,Kalaeloa
5121,JSE,58.30166667,-134.42444444,Juneau Seaplane Base
5124,JSK,45.55,-94.2,Crossroads Heliport
5130,JST,40.31555556,-78.83472222,John Murtha Johnstown-Cambria County
5149,JVL,42.62027778,-89.04166667,Southern Wisconsin Regional
5152,JWH,29.73638889,-95.5475,Westchase Heliport
5153,TN8,36.1825,-86.88666667,John C Tune
5155,JXN,42.26055556,-84.46055556,Jackson County-Reynolds Field
5160,JZA,32.31111111,-89.135,James H Easom Field
5161,JZB,42.57,-72.28861111,Orange Municipal
5163,JZC,48.30083333,-102.40638889,Stanley Municipal
5165,JZE,60.81555556,-151.79888889,Trading Bay Production
5167,JZG,43.76611111,-99.32111111,Chamberlain Municipal
5170,JZI,36.59277778,-86.47694444,Portland Municipal
5172,JZJ,46.72194444,-92.04333333,Sky Harbor
5174,JZK,46.70111111,-92.50361111,Cloquet Carlton County
5176,JZL,33.02277778,-118.58861111,San Clemente Island Nalf
5179,JZM,66.17611111,-155.68472222,Hog River Airport
5180,JZN,47.21166667,-119.83972222,Quincy Municipal
5181,JZO,42.79722222,-112.82527778,American Falls Airport
5183,JZP,42.7425,-122.48888889,Prospect State
5185,JZQ,28.47361111,-82.45555556,Brooksville Tampa Bay Regional
5187,JZR,45.70444444,-108.75944444,Laurel Municipal
5189,JZT,32.66388889,-97.09416667,Arlington Municipal
5191,JZU,42.89111111,-73.24611111,William H. Morse State
5193,JZV,34.83305556,-92.25416667,North Little Rock Municipal
5196,JZW,31.415,-87.04333333,Middleton Field
5198,JZX,38.58,-122.43555556,Angwin-Parrett Field
5200,JZY,45.9425,-116.12333333,Idaho County
5204,K01,36.8,-86.81027778,Russellville-Logan County
5216,KAE,56.97333333,-133.94388889,Kake Seaplane Base
5225,KAL,64.31888889,-158.74138889,Kaltag Airport
5241,KBC,66.27444444,-145.81805556,Birch Creek Airport
5242,KBE,55.92944444,-131.57,Bell Island Hot Springs Seaplane Base
5245,KBK,57.64472222,-136.09305556,Klag Bay Airport
5265,KCC,56.03333333,-132.91666667,Coffman Cove Seaplane Base
5269,KCG,56.31138889,-158.37305556,Chignik Bay Airport
5273,KCL,56.31111111,-158.53416667,Chignik Lagoon Airport
5274,KCN,53.4,-167.55,Chernofski Harbor
5277,KCQ,56.25555556,-158.77777778,Chignik Lake
5278,KCR,63.57111111,-156.00527778,Colorado Creek Airport
5285,KDK,57.80583333,-152.37388889,Kodiak Municipal
5289,KEB,59.35222222,-151.92527778,Nanwalek Airport
5293,KEH,47.75472222,-122.25916667,Kenmore Air Harbor
5296,KEK,59.35694444,-157.47111111,Ekwok Airport
5314,OCA,25.32527778,-80.27472222,Ocean Reef Club
5320,KFP,54.84777778,-163.40722222,False Pass Airport
5336,KGK,59.72666667,-157.25944444,Koliganek Airport
5349,KGX,62.89222222,-160.06638889,Grayling Airport
5351,KGZ,61.455,-142.38083333,Glacier Creek Airport
5371,KIB,55.9,-159.48333333,Ivanof Bay Seaplane Base
5419,KKA,64.93944444,-161.15416667,Koyuk Alfred Adams
5420,KKB,58.19166667,-152.35,Kitoi Bay Airport
5426,KKH,59.96166667,-162.88055556,Kongiganak Airport
5431,KKI,60.91388889,-161.49333333,Akiachak Airport
5435,KKK,64.42444444,-156.84333333,Kalakaket Creek AS
5436,KKL,57.36777778,-154.02527778,Karluk Lake Seaplane Base
5442,KKU,58.81111111,-158.55888889,Ekuk Airport
5449,KLG,61.53583333,-160.34555556,Kalskag Airport
5452,KLL,59.12694444,-156.86,Levelock Airport
5454,KLN,57.535,-153.97666667,Larsen Bay Airport
5459,KLP,57.55,-134.86666667,Kelp Bay Airport
5463,KLS,46.11805556,-122.89833333,Southwest Washington Regional
5469,KLW,55.57916667,-133.07611111,Klawock Airport
5489,KMO,58.98166667,-159.05666667,Manokatak Seaplane Base
5502,KMY,57.02638889,-154.14361111,Moser Bay Airport
5505,KNB,37.01111111,-112.53111111,Kanab Municipal
5508,KNK,59.43333333,-154.8025,Kokhanok Airport
5515,KNT,36.22583333,-90.03666667,Kennett Memorial
5519,KNW,59.45166667,-157.37305556,New Stuyahok Airport
5526,KOA,19.73888889,-156.04555556,Kona International Airport at Keahole
5545,KOT,63.03055556,-163.53277778,Kotlik Airport
5547,KOY,57.16222222,-154.2275,Olga Bay Seaplane Base
5549,KOZ,57.94222222,-152.465,Ouzinkie Airport
5550,KPB,56.35,-133.61666667,Point Baker Airport
5552,KPC,65.25333333,-166.8575,Port Clarence CGS
5553,KPH,54.45,-162.68333333,Pauloff Harbor Airport
5556,KPK,57.43361111,-153.9,Parks Seaplane Base
5557,KPM,61.53138889,-158.64083333,Napamute Airport
5560,KPN,59.93166667,-164.02833333,Kipnuk Airport
5564,KPR,58.43333333,-152.58333333,Port Williams Airport
5569,KPV,55.90666667,-159.16083333,Perryville Airport
5570,KPY,57.93333333,-153.03333333,Port Bailey Airport
5571,KQA,54.13333333,-165.78333333,Akutan Airport
5590,KS2,38.3025,-95.725,Coffey County
5615,KSM,62.06083333,-163.30194444,St. Mary's Airport
5620,KSR,56.24444444,-160.38638889,Federal No.1
5625,KTB,55.68833333,-132.535,Thorne Bay Seaplane Base
5631,KTN,55.35416667,-131.71111111,Ketchikan International
5636,KTS,65.33138889,-166.46583333,Brevig Mission Airport
5654,KUK,60.87333333,-162.52444444,Kasigluk Airport
5666,KUW,68.30694444,-161.4,Kugururok River Airport
5675,KVC,55.11638889,-162.26611111,King Cove Airport
5679,KVL,67.73611111,-164.56361111,Kivalina Airport
5684,KWF,55.29722222,-133.24055556,Waterfall Seaplane Base
5691,KWK,59.87555556,-163.16805556,Kwigillingok Airport
5695,KWN,59.755,-161.84527778,Quinhagak Airport
5696,KWP,57.76694444,-153.55,West Point Village
5698,KWT,60.79027778,-161.44361111,Kwethluk Airport
5702,KXA,55.53777778,-132.39583333,Kasaan Seaplane Base
5705,KY1,37.5775,-84.76944444,Stuart Powell Field
5707,KY2,37.54166667,-87.95444444,Sturgis Municipal
5708,KY3,38.05805556,-83.97944444,Mount Sterling - Montgomery County
5710,KY4,37.80777778,-87.68583333,Henderson City - County
5712,KY5,37.35583333,-87.39833333,Madisonville Municipal
5716,KYC,63.00194444,-156.36722222,Yankee Creek 2
5718,KYK,57.56611111,-154.45388889,Karluk Airport
5721,KYU,64.87583333,-157.73055556,Koyukuk Airport
5722,KZB,57.55,-153.75,Zachar Bay Airport
5723,KZH,57.58305556,-153.15,Kizhuyak Airport
5731,LAA,38.06972222,-102.68861111,Lamar Municipal
5741,LAF,40.41222222,-86.93694444,Purdue University
5748,LAL,27.98888889,-82.01861111,Lakeland Linder Regional
5750,LAM,35.87972222,-106.26861111,Los Alamos Airport
5753,LAN,42.77861111,-84.58611111,Capital Region International
5760,LAR,41.31194444,-105.675,Laramie Regional
5763,LAS,36.08,-115.15222222,McCarran International
5769,LAW,34.56777778,-98.41666667,Lawton-Fort Sill Regional
5772,LAX,33.9425,-118.40805556,Los Angeles International
5784,LBB,33.66361111,-101.82055556,Lubbock Preston Smith International
5792,LBE,40.27472222,-79.40666667,Arnold Palmer Regional
5794,LBF,41.12611111,-100.68361111,North Platte Regional Airport Lee Bird Field
5803,LBL,37.04388889,-100.96,Liberal Mid-America Regional
5814,LBT,34.60972222,-79.05944444,Lumberton Regional
5834,LCH,30.12611111,-93.22333333,Lake Charles Regional
5836,LCI,43.57305556,-71.41777778,Laconia Municipal
5839,LCK,39.81388889,-82.92777778,Rickenbacker International
5858,LDJ,40.6175,-74.24472222,Linden Airport
5862,LDM,43.9625,-86.40805556,Mason County
5873,LEB,43.62611111,-72.30416667,Lebanon Municipal
5879,LEE,28.82277778,-81.80833333,Leesburg International
5900,LEW,44.04833333,-70.28361111,Auburn Lewiston Municipal
5903,LEX,38.03666667,-84.60861111,Blue Grass
5905,LFI,37.08277778,-76.36055556,Langley AFB
5908,LFK,31.23416667,-94.75,Angelina County
5914,LFT,30.205,-91.98777778,Lafayette Regional
5918,LGA,40.77722222,-73.8725,LaGuardia
5920,LGB,33.81777778,-118.15166667,Long Beach Airport
5922,LGC,33.00888889,-85.0725,LaGrange-Callaway
5925,LGD,45.28972222,-118.00638889,La Grande/Union County
5935,LGM,40.16166667,-105.16138889,Longmont Municipal
5944,LGU,41.79138889,-111.85166667,Logan Cache
5951,LHB,54.22611111,-165.61111111,Lost Harbor Airport
5956,LHQ,39.75555556,-82.65722222,Fairfield County
5962,LHV,41.13583333,-77.42222222,William T. Piper Memorial
5965,LHX,38.05,-103.50972222,La Junta Municipal
5969,LIC,39.27472222,-103.66583333,Limon Municipal
5978,LIH,21.97611111,-159.33888889,Lihue Airport
5979,LIJ,54.9,-132.75,Long Island Airport
6001,LIT,34.72944444,-92.22472222,Bill and Hillary Clinton Nat Adams Field
6002,LIV,65.53111111,-148.54111111,Livengood Airport
6007,LIY,31.88833333,-81.56166667,Wright AAF/Midcoast Regional
6010,LIZ,46.95055556,-67.88583333,Loring International
6015,LJN,29.03833333,-95.45694444,Brazoria County
6020,LJY,37.64833333,-92.6525,Floyd W Jones Lebanon
6021,LKE,47.62888889,-122.33861111,Lake Union Terminal
6024,LKK,58.965,-155.09555556,Kulik Lake Airport
6036,LKP,44.26444444,-73.96194444,Lake Placid Airport
6038,LKV,42.16111111,-120.39916667,Lake County
6047,LLY,39.94277778,-74.84583333,South Jersey Regional
6049,LMA,63.88583333,-152.30194444,Lake Minchumina Airport
6064,LMS,33.14611111,-89.0625,Louisville Winston County
6066,LMT,42.15611111,-121.73305556,Klamath Falls Airport
6069,LND,42.81555556,-108.72833333,Hunt Field
6075,LNI,70.91083333,-153.24222222,Lonely AS
6077,LNK,40.85083333,-96.75916667,Lincoln Airport
6080,LNL,46.15416667,-89.21194444,Kings Land O' Lakes
6082,LNP,36.9875,-82.53,Lonesome Pine
6084,LNS,40.12222222,-76.29444444,Lancaster Airport
6087,LNT,32.81194444,-85.22972222,Lanett Municipal
6089,LNY,20.78555556,-156.95138889,Lanai Airport
6101,LOL,40.06638889,-118.565,Derby Field
6112,LOU,38.22805556,-85.66361111,Bowman Field
6116,LOZ,37.08694444,-84.0775,London-Corbin Airport-Magee Field
6123,LPC,34.66555556,-120.4675,Lompoc Airport
6129,LPO,41.5725,-86.73444444,La Porte Municipal
6138,LPS,48.48388889,-122.93777778,Lopez Island Airport
6142,LPW,56.38333333,-134.83333333,Little Port Walter Airport
6143,LQK,34.81,-82.70277778,Pickens County
6151,LRD,27.54416667,-99.46166667,Laredo International
6156,LRF,34.9175,-92.145,Little Rock AFB
6158,WLR,55.60166667,-131.635,Loring Airport
6165,LRN,47.14305556,-119.24027778,Larson AFB
6166,LRO,37.83666667,-121.27222222,Sharpe AFF
6171,LRU,32.28944444,-106.92194444,Las Cruces International
6179,LSE,43.87916667,-91.25666667,La Crosse Regional
6182,LSF,32.33166667,-84.98722222,Lawson AAF
6188,LSN,37.06388889,-120.86972222,Los Banos Municipal
6203,LSV,36.23611111,-115.03416667,Nellis AFB
6223,LTS,34.66638889,-99.26805556,Altus AFB
6233,LUF,33.535,-112.38305556,Luke AFB
6238,LUK,39.10333333,-84.41861111,Cincinnati Municipal Lunken Field
6240,LUL,31.67305556,-89.17277778,Hesler-Noble Field
6245,LUP,21.21111111,-156.97361111,Kalaupapa Airport
6249,LUR,68.875,-166.11111111,Cape Lisburne LRRS
6255,LVD,61.35916667,-155.44027778,Lime Village Airport
6260,LVK,37.69333333,-121.82027778,Livermore Municipal
6261,LVM,45.66666667,-110.56666667,Livingston Airport
6264,LVS,35.65416667,-105.1425,Las Vegas Municipal
6266,LWB,37.85833333,-80.39944444,Greenbrier Valley
6268,LWC,39.01111111,-95.21638889,Lawrence Municipal
6270,LWF,35.23444444,-87.25805556,Lawrenceburg-Lawrence County
6272,LWL,41.11722222,-114.92222222,Wells Municipal/Harriet Field
6274,LWM,42.71722222,-71.12333333,Lawrence Municipal
6279,LWS,46.37444444,-117.01527778,Lewiston Nez Perce County
6281,LWT,47.04916667,-109.46666667,Lewistown Municipal
6283,LWV,38.76416667,-87.60555556,Lawrenceville-Vincennes International
6287,LXN,40.79055556,-99.77583333,Jim Kelly Field
6292,LXV,39.21944444,-106.31638889,Lake County
6302,LYH,37.32666667,-79.20111111,Lynchburg Regional/Preston Glenn Field
6315,LYU,47.82388889,-91.82944444,Ely Municipal
6325,LZU,33.97805556,-83.9625,Gwinnett County - Briscoe Field
6326,MA1,41.35833333,-70.52444444,Katama Airpark
6336,MAC,32.82166667,-83.56194444,Macon Downtown
6341,MAE,36.98861111,-120.1125,Madera Municipal
6343,MAF,31.9425,-102.20194444,Midland International
6370,MAW,36.59833333,-89.9925,Malden Regional
6392,MBL,44.2725,-86.24694444,Manistee County-Blacker
6397,MBS,43.53305556,-84.07972222,MBS International
6405,MBY,39.46333333,-92.42638889,Omar N Bradley
6411,MCB,31.17833333,-90.47194444,McComb/Pike County/John E. Lewis Field
6414,MCC,38.66777778,-121.40055556,McClellan Airfield
6416,MCD,45.865,-84.63722222,Mackinac Island Airport
6418,MCE,37.28472222,-120.51388889,Merced Regional/Macready Field
6420,MCF,27.84944444,-82.52111111,Macdill AFB
6422,MCG,62.95277778,-155.60694444,McGrath Airport
6425,MCI,39.2975,-94.71388889,Kansas City International
6428,MCK,40.20638889,-100.59194444,McCook Ben Nelson Regional
6430,MCL,63.645,-148.79805556,Denali
6433,MCN,32.69277778,-83.64916667,Middle Georgia Regional
6435,MCO,28.42944444,-81.30888889,Orlando International
6449,MCW,43.15777778,-93.33138889,Mason City Municipal
6453,MDA,29.43138889,-98.37777778,Martindale AHP
6459,MDD,32.03666667,-102.10111111,Midland Airpark
6463,MDF,45.10138889,-90.30027778,Taylor County
6468,MDH,37.77805556,-89.25194444,Southern Illinois
6472,MDJ,44.67027778,-121.15527778,Madras Municipal
6477,MDO,59.45,-146.30722222,Middleton Island Airport
6480,MDR,63.10694444,-154.71666667,Medfra Airport
6486,MDT,40.19305556,-76.7625,Harrisburg International
6491,MDW,41.78583333,-87.7525,Chicago Midway International
6498,ME1,44.99194444,-70.66472222,Steven A. Bean Municipal
6508,MEI,32.3325,-88.75194444,Key Field
6509,MEJ,41.62666667,-80.21472222,Port Meadville
6513,MEM,35.0425,-89.97666667,Memphis International
6517,MEO,35.91888889,-75.69555556,Dare County Regional
6520,MER,37.38055556,-120.56805556,Castle
6525,MEV,39.00083333,-119.75194444,Minden-Tahoe
6534,MFD,40.82138889,-82.51666667,Mansfield Lahm Regional
6536,MFE,26.17583333,-98.23861111,McAllen Miller International
6541,MFH,36.83305556,-114.05583333,Mesquite Airport
6543,MFI,44.63694444,-90.18944444,Marshfield Municipal
6551,MFR,42.37416667,-122.87361111,Rogue Valley International - Medford
6557,MFV,37.64694444,-75.76111111,Accomack County
6565,MGC,41.70333333,-86.82111111,Michigan City Municipal-Phillips Field
6569,MGE,33.91527778,-84.51638889,Dobbins ARB
6573,MGJ,41.51,-74.26472222,Orange County
6578,MGM,32.30055556,-86.39388889,Montgomery Regional
6586,MGR,31.06944444,-83.80277778,Moultrie/Thomasville Airport
6589,MGW,39.64305556,-79.91638889,Morgantown Municipal-Walter L. Bill Hart Field
6591,MGY,39.58888889,-84.22472222,Dayton-Wright Brothers
6598,MHE,43.77472222,-98.03861111,Mitchell Municipal
6606,MHK,39.14111111,-96.67166667,Manhattan Regional
6608,MHL,39.09555556,-93.20277778,Marshall Memorial Municipal
6610,MHM,63.88583333,-152.30194444,Minchumina Airport
6616,MHR,38.55527778,-121.29722222,Sacramento Mather
6620,MHT,42.93277778,-71.43583333,Manchester-Boston Regional
6623,MHV,35.05888889,-118.15055556,Mojave Airport
6626,MI1,43.14222222,-85.25388889,Greenville Municipal
6629,MI2,42.74277778,-86.10777778,West Michigan Regional
6631,MI3,42.62944444,-83.98222222,Livingston County Spencer J. Hardy
6634,MIA,25.79527778,-80.29,Miami International
6636,MIB,48.41583333,-101.35805556,Minot AFB
6638,MIC,45.06194444,-93.35388889,Crystal
6642,MIE,40.2425,-85.39583333,Delaware County Regional
6657,MIO,36.90916667,-94.8875,Miami Municipal
6662,MIQ,41.19611111,-96.11222222,Millard
6670,MIT,35.5075,-119.19222222,Shafter - Minter Field
6674,MIV,39.36777778,-75.07222222,Millville Municipal
6676,MIW,42.11277778,-92.91777778,Marshalltown Municipal
6703,MJQ,43.63333333,-94.98333333,Jackson Airport
6714,MJX,39.92611111,-74.29555556,Ocean County
6722,MKC,39.12305556,-94.59277778,Charles B. Wheeler Downtown
6727,MKE,42.94694444,-87.89694444,General Mitchell International
6729,MKG,43.16888889,-86.2375,Muskegon County
6735,MKK,21.15277778,-157.09638889,Molokai
6737,MKL,35.6,-88.91555556,McKellar-Sipes Regional
6741,MKO,35.65777778,-95.36166667,Davis Field
6748,MKT,44.22277778,-93.91944444,Mankato Regional
6762,MLB,28.10277778,-80.64527778,Melbourne International
6764,MLC,34.8825,-95.78333333,McAlester Regional
6766,MLD,42.17055556,-112.28944444,Malad City Airport
6771,MLF,38.42666667,-113.01333333,Milford Municipal/Ben and Judy Briscoe Field
6779,MLI,41.44833333,-90.5075,Quad City International
6780,MLK,48.36694444,-107.91944444,Malta Airport
6781,MLL,61.86416667,-162.02611111,Marshall Don Hunter Sr.
6794,MLS,46.42805556,-105.88611111,Frank Wiley Field
6795,MLT,45.64777778,-68.68555556,Millinocket Municipal
6797,MLU,32.51083333,-92.03777778,Monroe Regional
6806,MLY,64.98805556,-150.6475,Manley Hot Springs Airport
6818,MMH,37.63111111,-118.85138889,Mammoth Lakes Airport
6820,MMI,35.39916667,-84.56166667,McMinn County
6828,MML,44.45166667,-95.82444444,Southwest Minnesota Regional-Marshall/Ryan Field
6832,MMN,42.46055556,-71.51777778,Minute Man Air Field
6839,MMT,33.92083333,-80.80111111,McEntire Jngb
6841,MMU,40.79944444,-74.415,Morristown Municipal
6848,MN1,47.59277778,-95.77361111,Fosston Municipal
6850,MN2,46.41861111,-92.80472222,Moose Lake Carlton County
6851,MN3,45.30555556,-96.42444444,Ortonville Municipal-Martinson Field
6867,MNM,45.12666667,-87.63861111,Menominee-Marinette Twin County
6869,MNN,40.61638889,-83.06333333,Marion Municipal
6878,MNT,65.14805556,-149.36861111,Minto Al Wright
6886,MNZ,38.72138889,-77.51555556,Manassas Regional/Harry P. Davis Field
6888,MO1,39.3325,-94.30972222,Midwest National Air Center
6889,MO2,38.5875,-90.99388889,Washington Regional
6894,MOB,30.69138889,-88.24277778,Mobile Regional
6898,MOD,37.62583333,-120.95444444,Modesto City-County-Harry Sham Field
6906,MOP,43.62166667,-84.73722222,Mount Pleasant Municipal
6911,MOR,36.17944444,-83.37555556,Moore-Murrell
6913,MOS,64.69805556,-162.05722222,Moses Point Airport
6915,MOT,48.25777778,-101.27805556,Minot International
6918,MOU,62.09472222,-163.68277778,Mountain Village Airport
6924,MPB,25.77833333,-80.17027778,Watson Island International
6925,ID2,42.33611111,-111.28888889,Montpelier Airport
6927,MPJ,35.13888889,-92.90916667,Petit Jean Park
6939,MPO,41.13777778,-75.38,Pocono Mountains Municipal
6941,MPR,38.3525,-97.69138889,McPherson Airport
6947,MPV,44.20361111,-72.56222222,Edward F Knapp State
6950,MQB,40.52,-90.6525,Macomb Municipal
6952,MQJ,39.84361111,-85.89694444,Indianapolis Regional
6965,MQT,46.35361111,-87.39527778,Sawyer International
6968,MQY,36.00888889,-86.52,Smyrna Airport
6974,MRB,39.40194444,-77.98472222,Eastern WV Regional/Shepherd Field
6976,MRC,35.55444444,-87.17916667,Maury County
6984,MRI,61.21361111,-149.84472222,Merrill Field
6986,MRK,25.995,-81.6725,Marco Island Airport
6987,MRN,35.83333333,-81.61666667,Morganton Lenoir
7004,MRY,36.58694444,-121.84305556,Monterey Regional
7008,MS1,33.8325,-89.79805556,Grenada Municipal
7011,MSC,33.46083333,-111.72833333,Falcon Field
7019,MSL,34.74527778,-87.61027778,Northwest Alabama Regional
7021,MSN,43.14,-89.3375,Dane County Regional-Truax Field
7023,MSO,46.91638889,-114.09055556,Missoula International
7025,MSP,44.88194444,-93.22166667,Minneapolis-St Paul International
7030,MSS,44.93611111,-74.845,Massena International-Richards Field
7034,MSV,41.70166667,-74.795,Sullivan County International
7039,MSY,29.99333333,-90.25916667,Louis Armstrong New Orleans International
7042,MT1,45.85277778,-106.70916667,Colstrip Airport
7045,MTC,42.61388889,-82.83694444,Selfridge Angb
7050,MTH,24.72611111,-81.05138889,The Florida Keys Marathon
7052,MTJ,38.50972222,-107.89416667,Montrose Regional
7055,MTM,55.13333333,-131.58333333,Metlakatala
7056,MTN,39.32555556,-76.41388889,Martin State
7059,MTO,39.47777778,-88.28,Coles County Memorial
7060,MTP,41.07666667,-71.92055556,Sky Portal
7069,MTW,44.12888889,-87.68055556,Manitowoc County
7071,MTX,64.80666667,-147.7625,Metro Field
